question,answer
"Purane tropical forests kitni tezi se har saal kam ho rahe hain, aur abhi ke ek naye, zyada estimate kya hai?","Duniya ke purane tropical forests lagbhag 40-50 million acres per year ki dar se kam ho rahe hain. Lekin World Resources Institute ke President James Speth ka kehna hai ki yeh rate ab zyada hai, aur hum forests ko almost ek second mein 1.5 acre ki dar se kho rahe hain."
"Ma'am, what is the water cycle?","Water cycle ek prakriya hai jismein paani vaayumandal, zameen, aur samudra ke beech chalta rehta hai. Ismein paani ki vaashpikaran, sanchayan, aur punaravapti shamil hoti hai, jo ki prithvi par jeevan ko banaye rakhti hai."
"Ma'am, kya hum geography meh climate change ke baare meh jaan sakte hai?","Haan, climate change ek aisa process hota hai jismein earth ki average temperature badalti hai, jiske kaaran human activities jaise ki greenhouse gas emissions hoti hai. Climate change ke prabhav bahut gambhir ho sakte hai, jaise ki sea level rise, droughts, aur extreme weather events."
"Ek achhe essay ki chaar khubiyan batayein. Ek achhe essay mein Unity honi chahiye, jismein poora essay sirf ek hi mukhya vishay par hona chahiye, aur uske saare hisse us vishay se judhe hone chahiye. Coherence bhi honi chahiye, jismein vicharon, vaakyon aur anshon ke beech tarkeek kram hona chahiye. Relevance bhi zaroori hai, jismein avashyak jaankari hi shaamil honi chahiye. Aur Proportion bhi honi chahiye, jismein mahatvapoorn vicharon ko adhik jagah deni chahiye.","Ek achhe essay ki khubiyan hain Unity, Coherence, Relevance aur Proportion."
"Sir, kya aap bata sakte hain ki ancient civilization of Indus valley ka itihaas kya hai?","Ancient civilization of Indus valley ka itihaas lagbhag 3300 BCE se 1300 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji."
"Ma'am, kya hum biology mein cell ke bare mein padhenge?","Haan, hum biology mein cell ke bare mein padhenge. Cell jeevon ke moolbhoot ghatak hain aur unke bare mein padhna humare liye bahut zaroori hai."
"Plains mein traveler ko kaun kaun se wild animals milte hai, aur ve kaise behave karte hai? Agar plains mein stone zyada ho aur ghaas kam ho, toh kya hota hai?","Unhe ek bada herd mila wild ass ka, jo kyang kehte hai, jo mass mein bhagte hue, wheeling aur turning karte hue tight formation mein dekhe gaye, jaise ki ve kisi predetermined course par manoeuvres practice kar rahe ho"
"Sir, kya aap bata sakte hain ki scientific method ka concept kya hai?","Scientific method ki prakriya mein, hum ek prashn puchte hain, phir iske liye ek hypothesis banate hain, uske baad iske liye experiment karte hain, aur phir result ko analyze karte hain. Isse hamein pata chalta hai ki kaise vaigyaanik tarike se sochne se hum nayi cheezein khoj sakte hain."
"Sir, volcanic eruption kya hai?","Volcanic eruption ek prakriya hai jismein jwalamukhi se lava, gas, aur raakh nikalti hai. Ismein jwalamukhi ke andar ki gatividhi ke kaaran dabav badhta hai, jo ki vishal visphoton ka kaaran ban sakta hai."
Why did the man commit forgery according to the story?,He committed forgery to get money for his wife's medicine as she was dying of TB.
2 January ki subah kya badi ghatna ghati thi jisne ship ko kharab kar diya? 2 January ki subah toh waves bahut bade the... lekin 6 baje ke karib kya hua tha?,"2 January ki subah waves toh bade the, lekin asal mein disaster 6 baje ke karib hua jab ek ajeeb sa, vertical wave aaya jo do guna bada tha, uska crest bhi bahut khatarnak tha. Is wave ne ship ko kharab kar diya, ek bada explosion hua aur narrator ko bhi paani mein fek diya."
Kya humein paryavaran ke liye renewable energy sources adopt karne chahiye?,"Haan, humein paryavaran ke liye renewable energy sources adopt karne chahiye. Renewable energy sources jaise ki solar, wind, aur hydro energy humein non-renewable energy sources ki tarah pollution nahi karti. Isse humare paryavaran ko bachaya ja sakta hai aur humari bhavishya ki peeidi ke liye sustainable energy provide ki ja sakti hai."
"Bharatiya rajya aur sthaniya sarkaron ke liye asli urban renewal praapt karne ke liye kaun sa approach suggest kiya gaya hai, jo market-oriented model se alag hai? Agar sirf rajya aur sthaniya sarkar ko affordable housing, sanitation, water supply, mobility aur swachch vatavaran ke liye rights-based approach apnane ke liye prerit kiya ja sake, to market-oriented model ke bajay jo private sector ki larai se adhik laagat ki wapasi par jor deti hai.","Affordable housing, sanitation, water supply, mobility aur swachch vatavaran ke liye rights-based approach suggest kiya gaya hai, na ki market-oriented model jo private sector ki larai se adhik laagat ki wapasi par dhyan deti hai."
"Sir, biodiversity ke bare mein batayein, yeh kya hota hai?","Biodiversity ek prakar ki variety hai jo ki jeevon mein hoti hai. Ye variety mein species, ecosystem, aur genetic diversity shamil hote hain, jo ki ek dusre par nirbhar hote hain aur ek balance maintain karte hain."
"Ma'am, plate tectonics theory kya kehti hai?","Plate tectonics theory kehta hai ki Prithvi ki satah par chhote-chhote plate hote hain jo lagatar ghumte rehte hain. Ye plate Apna sthan badalte rehte hain, jisse bhookamp, jwalamukhi, aur pahaad banate hain."
The Tale of Melon City me sabse wise man ko Royal Court kyu laya gaya tha?,Waise toh sabse wise man ko Royal Court le jake arch incident ke liye kaun ko punish karna hai iske liye counsel dena tha
What is the process of fossil fuel formation?,"Fossil fuel formation is the process by which plant and animal remains are converted into coal, oil, and natural gas over millions of years. The process involves the accumulation of organic matter, heat, and pressure, which transforms the remains into fossil fuels. Fossil fuels are non-renewable resources that are formed from ancient plants and animals, and their formation is a complex process that occurs over geological time scales."
"Sir, what is sedimentary rock?","Sedimentary rock ek aisa rock hai jo sediment ke jama hone se banta hai. Ye rocks pattharon ke tukdon, shell, aur anya samagriyon ke jama hone se bante hain."
Kya narrator ne ghode ki sawaari karne ka faisla kiya?,Usne ghode ki sawaari karne ka faisla kiya
"Sir, biogeochemical cycle kya hota hai aur iske prakaar kya hain?","Biogeochemical cycle ek prakriya hai jismein tatv aur yaugik prithvi ke vishal kshetra mein sancharit hote hain, jiske prakaar carbon cycle, nitrogen cycle aur water cycle hote hain."
"Sir, what is ecosystem aur iske kitne prakaar hote hain?","Ecosystem ek aisa system hai jismein jeev aur nirjeev tatva ek saath rehte hain. Iske teen prakaar hote hain - terrestrial, freshwater, aur marine ecosystem."
Kya humein climate change ke effects mitigate karne ke liye kuch steps le sakte hain?,"Haan, humein climate change ke effects mitigate karne ke liye kuch steps le sakte hain. Hum renewable energy sources adopt kar sakte hain, energy efficiency improve kar sakte hain, aur sustainable land use practices follow kar sakte hain. Iske alawa, hum Afforestation aur Reforestation karke carbon sequestration badha sakte hain aur greenhouse gas emissions reduce kar sakte hain."
What did Satyajit think about his past success and the collapse of his bank?,He felt that failure had a tempo far faster than success and that he had tried to overreach himself.
"Tsetan, Daniel aur narrator ne track pe pehli baar snow blockage ko kaise cross kiya? Saamne hamare samne lagbhag pandrah metre tak white snow thi... Tsetan ne encrusted snow par foot rakha aur slip karke aage badhne laga, apna foot stamp karta hua... 'Agar hum slip ho jaate hain, to car ulat sakta hai,' Tsetan ne suggest kiya, jab humne use mitti ke handfuls uthate aur frozen surface par daalate hue dekha. Hum dono ne bhi madad ki, aur jab snow par mitti daali gayi, to Daniel aur main vehicle se bahar utar gaye taaki Tsetan ka load lightweight ho jaaye. Tsetan ne car ko reverse kiya aur dirty snow ki taraf drive kiya, car ko uske icy surface par rakha aur dheere se uski length tak bina kisi mushkil ke drive kiya.","Tsetan, Daniel aur narrator ne icy snow patch par mitti daal kar traction create ki. Phir Daniel aur narrator vehicle se utar gaye taaki Tsetan ka load lightweight ho jaaye, aur Tsetan ne car ko dheere se dirt-covered snow par drive kiya."
"Sir, kya hum physics meh optics ke baare meh jaan sakte hai?","Haan, optics light ki study hoti hai, jismein hum light ki nature, properties, aur behavior ko samajhte hai. Optics meh hum lenses, mirrors, aur prisms ke baare meh bhi jaante hai."
Ravu se jaane se pehle Lhamo ne narrator ko kaunsa farewell gift diya tha? Vah apne tent me jaakar ek lambe sleeve wale sheepskin coat lekar aayi jo sabhi aadmi pehante the.,Lhamo ne narrator ko ek lambe sleeve wale sheepskin coat diya as a farewell gift.
COVID-19 pandemic ke chalte textbooks ke content mein kya changes kiye gaye?,"Content ko rationalise kiya gaya taaki students par load kam ho, experiential learning par focus ho, aur self-learning ya peer-learning ke liye easily accessible ho jaye"
Iona ka interaction uske pehle wale interaction ke saath kaise contrast karta hai jo usne officer ke saath kiya tha?,"Officer ke ulat, ye young men Iona ke saath rude aur insulting hain, lekin unka interaction uske loneliness feeling ko temporarily kam karta hai"
"Sir, what is map projection?",Map projection ek aisa tareeka hai jismein hum dharti ko ek plane par project karte hain. Ismein hum yeh jaante hain ki kaise hum dharti ko ek map par utaar sakte hain.
"Yeh phrase 'as if he were on needles' Iona ke behaviour ke baare mein kya describe karta hai? Iona apni seat par shift karta hai jaise ki wo needles par baitha ho, apne elbows move karta hai jaise ki wo apne balance ko maintain karne ki koshish kar raha ho, aur gasps karta hai jaise koi suffocating ho, jo samajh nahi pa raha ki wo wahan kyun aur kis wajah se hai","Yeh phrase Iona ke restless aur uneasy behaviour ko describe karta hai, jo uski discomfort aur agitation ko darshata hai"
The Tale of Melon City mein King ko phansi lagne ke baad Ministers ne kaisa react kiya?,"Ministers ne kaha, 'Long live the King, The King is dead' aur phir naye ruler chunne ki dilemma par vichar kiya"
"Daniel aur narrator aur Tsetan kab aur kahan alag hue? Shaam ke samay hum ek chhote se shahar Hor mein pahunch gaye, jo ki main east-west highway par hai, jo ki purane Lhasa to Kashmir ke trade route ka hissa hai. Daniel, jo ki Lhasa wapas ja raha tha, usne ek truck mein ride dhundh li, toh Tsetan aur maine use ek tyre-repair shop ke bahar bidai di.","Daniel, jo ki Lhasa wapas ja raha tha, usne Hor shahar mein ek truck mein ride dhundh li, jahan usne narrator aur Tsetan se alag hokar ek tyre-repair shop ke bahar bidai li."
"19vi century me Peshwaon ne science aur technology ke maamle me East India Company ke saath kaise interact kiya? Ve apne centres for science aur technology set up karte the, aur East India Company ne isme bhi apne influence badhane ka mauka dekha, unhone aid aur experts offer kiye, lekin Peshwaon ne sirf apne local centres ko self-sufficient banane ke liye accept kiya.","Peshwaon ne apne centres for science aur technology set up kiye aur East India Company se aid aur experts accept kiye, lekin sirf iske liye taaki ve apne local centres ko self-sufficient bana sakein."
"Ma'am, what is the concept of biodiversity, yeh kya hota hai?","Biodiversity ki prakriya mein, jeev-jaantu, ped-paudhe, aur anya jeev apne aas-paas ke vatavaran ke saath milke ek system banate hain. Isse hamein pata chalta hai ki kaise yeh sabhi tatva ek-dusre par nirbhar hain aur ek saath milkar kaam karte hain."
"Describe the noise environment at the YMCA. Car horns, shrill and prolonged, blared one after another. Flashing sirens heralded endless emergencies and a fleet of buses rumbled past, their doors opening and closing with a powerful hiss, throughout the night. The noise was constantly distracting, at times suffocating.","The noise environment at the YMCA was characterized by constant, distracting, and suffocating sounds of car horns, sirens, and buses throughout the night."
"Sir, acid rain ke kaaran kya hain?","Acid rain ke mukhya kaaran hain industrial pollution, vehicular pollution, aur human activities jo sulphur dioxide aur nitrogen oxides ko release karte hain. Yeh gases vaayumandal mein milke acid banate hain jo baad mein acid rain ke roop mein girte hain."
King Tut ke mummy par 2005 mein CT scan karne ka main purpose kya tha? Tut ka CT scan hua tha jisse uski life aur death ke baare mein naye clues milte hain - aur accurate forensic reconstruction ke liye precise data milta hai,"CT scan ka purpose tha King Tut ki life aur death ke baare mein naye clues dene ka, accurate forensic reconstruction ke liye precise data provide karna, aur uske aas-paas ki medical mysteries ko probe karna"
"Sir, kya humein solar system mein aur bhi planets mil sakte hain?","Haan, solar system mein aur bhi planets mil sakte hain. Abhi tak humein 8 planets mil chuke hain, lekin scientists kahte hain ki aur bhi planets ho sakte hain jo abhi tak discover nahi hue hain. Yeh dhundhne ke liye scientists new technologies aur telescopes ka use kar rahe hain."
The Tale of Melon City mein kaun banaya gaya tha rajya ka shasak?,Ek tarbooz ko rajya ka shasak ghoshit kiya gaya tha
"Sir, Newton ke gati ke teen niyam kya hain?","Newton ke gati ke teen niyam hain: pehla niyam inertia ka niyam hai, doosra niyam force aur acceleration ka niyam hai, aur teesra niyam kriya-pratikriya ka niyam hai. Ye niyam gati ko samjhane mein madad karte hain."
lion moustache kya hai aur yeh kaunsi class represent karta hai?,"lion moustache ek darawani,  khada hone wala symbol hai jo maharaja, raja, nawab aur angrez army generals pehnte the, jo king emperor ke prati apni devotion ke liye jaane jaate the"
"Sir, tsunamis ke bare mein batayein, yeh kya hota hai?","Tsunami ek prakar ki natural disaster hai jo ki samudra mein hoti hai. Ye ek bahut hi badi wave hai jo ki earthquake ya volcanic eruption ke karan hoti hai, aur jo ki coastal areas ko nuksan pahuncha sakti hai."
"Ma'am, Mahatma Gandhi ke swaraj ka sapna kya tha?","Mahatma Gandhi ka swaraj ka sapna tha ki Bharat angrejon ke shasan se mukt ho jaye aur apne rajneetik, arthik aur samajik vikas ka raasta swaayam prashast kare."
"Sir, what is biodiversity hotspot, kya ye humare desh mein bhi hai?","Biodiversity hotspot woh jagah hai jahan bahut si alag-alag prajatiyan paayi jaati hain. Haan, humare desh mein bhi biodiversity hotspots hain, jaise ki Western Ghats aur Eastern Himalayas."
"Sir, kya aap bata sakte hain ki French revolution ka itihaas kya hai?",French revolution ka itihaas 1789 se 1799 tak ka hai. Ismein hamein pata chalta hai ki kaise France mein raja ke khilaf logon ne vidroh kiya aur ek naye samaj ka nirmaan kiya.
"Ma'am, water scarcity kya hai?","Water scarcity ka matlab hai paani ki kami, jo ki kayi kaarnon se ho sakti hai jaise ki paani ki kami, paani ki ashuddhata, ya paani ki asamanta. Iske kaaran logon ko paani ki kami ka saamna karna padta hai, jo unki swasthya aur jeevan-shaili par asar dalta hai."
"Sir, population growth kya hota hai aur iske karan kya hain?","Population growth jan sanshya mein badhoti hai, jiske karan janm dar, mrityu dar, prasar aur apsar hote hain, jisse desh ki aarthik aur samajik sthiti par prabhav padta hai."
Body swap ke baad Mrs Fitzgerald kya karti hai?,"Mrs Fitzgerald Mrs Pearson ke ghar mein jaati hai taaki dekh sake ki sab kaisa hai, jabki Mrs Pearson apne family waalon ke saath deal karti hai"
Kaun hai story 'The Summer of the Beautiful White Horse' ka author?,William Saroyan
Kahani ka setting kya hai?,Yeh story ek chote se Welsh mining town Blaenelly mein set hai
"Sir, kya hum physics meh electromagnetic induction ke baare meh jaan sakte hai?","Haan, electromagnetic induction ek aisa process hota hai jismein changing magnetic field se electric current generate hota hai. Is process ki khoj Michael Faraday ne ki thi."
"Text mein game khelne ke do sambhavit khatre ya nakaratmak pehlu kya hain? Jab hum Latin phrase 'mens sana in corpore sano' (ek swasth manasikta ek swasth shareer mein) ke Greek ideal ke bare mein sochte hain, to humein yeh nahin bhulna chahiye ki ismein pehle manasikta ka ullekh kiya gaya hai. Aur agar hum game ko apni zindagi ka sabse mahatvapoorna cheez banne dete hain, to hum Olympic motto ko 'jeetna hi sab kuchh hai' mein badalne ke khatre mein ho sakte hain.","Do sambhavit khatre hain, game mein itna zyada interested ho jaana ki vah manasikta ki mahatvata ko dhakka de, aur game ko apni zindagi ka sabse mahatvapoorna cheez banane dena, jisse bhagidari se lekar sirf jeetne par dhyan kendrit ho jaata hai."
"Ma'am, cell membrane ke functions batayein, yeh kya karta hai?","Cell membrane cell ko protect karta hai, nutrients ko andar aur waste ko bahar nikalta hai, aur cell ke andar aur bahar ke environment ko control karta hai. Ye ek semi-permeable membrane hoti hai jo selective permeability ko allow karti hai."
"Bharat mein rajya prashasan aur urban planning ke mamle mein wetlands ke maamle mein kya ajeeb si policy follow ki jaati hai? Rajya prashasan aur urban planning bodies to real estate lobbies ko wetlands bharna ki ijazat dete hain, jisse baad mein flooding hota hai.","Ajeeb baat hai ki Bharat ke rajya prashasan real estate lobbies ko mauka dete hain ki ve existing wetlands ko bharein, jisse baad mein flooding hota hai."
What is the concept of anthropogenic climate change?,"Anthropogenic climate change refers to the impact of human activities on the Earth's climate. Human activities such as burning fossil fuels, deforestation, and land use changes release greenhouse gases, which trap heat and contribute to global warming. Anthropogenic climate change is a major concern, as it can have significant impacts on ecosystems, human health, and the economy."
What was the profession of John Garrideb?,Counsellor at Law.
"Is publication ko reproduce ya transmit karne ke liye kya restrictions hain? Yaani, hum isko copy kar sakte hain ya nahi, aur kis tarah se?","Nahi, is publication ka koi bhi hissa electronic, mechanical, photocopying, recording ya kisi aur tareeke se bina publisher ki prior permission ke reproduce, store ya transmit nahi kiya ja sakta"
"Ma'am, what is economic system?",Economic system ek aisa vishay hai jismein hum dharti ke saath chalne wale arthik vyavasthaon ke bare mein padhte hain. Ismein hum yeh jaante hain ki kaise arthik vyavasthaen humein upyogitaen pradaan karti hain.
Kaunsa archaeologist ne King Tutankhamun ki tomb discover kiya aur kab kiya?,"Howard Carter, ek British archaeologist ne, King Tutankhamun ki tomb 1922 mein discover kiya"
"kahani mein barf ka kya mahatva hai? Iona Potapov ek cab driver hai, jo bahut hi safed hai aur uska roop ek bhoot jaisa hai: woh dole hue hai, jaise ki ek insaan kitna bhi dole sakta hai; woh apni seat par baitha hai; woh kabhi bhi hilte hue nahi dikhta. Agar poora barf ka tukda us par gira, to lagta hai ki woh use hataane ki zaroorat nahi mehsoos karega.","barf Iona ke bete ki mrityu ke baad uske andar ki shaanti aur bhavnaatmak samaan mahsoos karati hai, jo uske bina hilte hue rahene ki sthiti ko darshati hai."
"Summarising aur note-making me kitna difference hai length aur purpose ke maamle me? Note-making ka purpose usually apne liye hota hai, lekin agar main points report karne hote hai to hum summary present karte hai, jo ki note-making jaise itna shortened nahi hota.","Summarising note-making jaise itna shortened nahi hota. Note-making usually personal reference ke liye hota hai, jabki summarising main points report karne ke liye hota hai."
Formal letter likhne ke content me kya kya steps hote hain? Ab hum formal letters likhne ke kuch steps examine karte hain. 1. (i) Agar aap pehli baar letter likh rahe hain to apna introduction karna (ii) Agar aap kisi aur letter ka jawab de rahe hain to uska reference dena. 2. Letter ke purpose ko batana 3. (i) Addressee se kya action/information chahiye (ii) Action liya ya information diya. 4. (i) Action lene ke liye urge karna (ii) Future me assistance offer karna,Formal letter likhne ke steps me shaamil hain: 1. Apna introduction karna ya pehle wale letter ka reference dena. 2. Letter ke purpose ko batana. 3. Addressee se action/information chahiye ya action liya ya information diya. 4. Action lene ke liye urge karna ya future me assistance offer karna
"Sir, kinetic energy ka formula kya hai aur iska practical use kya hai?","Kinetic energy ka formula 0.5 * m * v^2 hai, jismein m massa aur v velocity hoti hai. Iska practical use hum vehicles mein dekhte hain, jahan kinetic energy ko mechanical energy mein convert kiya jata hai."
"Ma'am, what is the concept of eutrophication, yeh kya hota hai?","Eutrophication ki prakriya mein, jal mein aavashyak tatva jaise phosphorus aur nitrogen ki matra badh jaati hai, jisse jal mein jeev-jaantu badh jaate hain aur isse jal ki gunvatta kharab hoti hai. Isse hamein pata chalta hai ki kaise jal ko saaf rakhna chahiye aur kaise iske prabhavon ko kam karna chahiye."
"Sir, mitosis aur meiosis mein kya antar hota hai?","Mitosis aur meiosis dono cell division ke prakaar hain, lekin mitosis mein do identical cells banti hain jabki meiosis mein chau identical cells banti hain. Meiosis ke dauraan genetic variation hoti hai."
"Kisi bhi tarah ka letter likhte waqt kuch important points yaad rakhne chahiye, jaise ki 1. Uska purpose kya hai, 2. Kaunse person ko address kar rahe hain, 3. Tone kaisa hona chahiye, 4. Message complete ho, 5. Kya action require hai, 6. Expression concise ho","Letter likhte waqt humein purpose, jiske liye address kar rahe hain, tone, message ki completeness, required action aur expression ki conciseness yaad rakhni chahiye"
